CD45RA,CD19,CD4,CD8,CD34,CD123,CD14,CD11c,CD16,CD38,CD3,HLA-DR,cluster.orig
0.3582513480686397,0.4323669904230028,0.13586327980873159,2.5691447227676254,-0.0014778928107890385,0.05156415606112438,0.08060835353244364,0.09193555026742434,2.8763114478725287,0.44305049283159054,0.08174398235038226,0.07754272018240169,NK
1.0993909690867965,0.043192935306900375,0.027062405812784567,0.06765581187157466,0.2540597146849686,-0.01606917216866304,-0.042487110116763455,0.09851263893752467,4.677390929178728,1.3294913481617028,0.13059631011676603,-0.040720434943408344,NK
0.4414366804719922,-0.034175359144726386,-0.011558106989064901,-0.025563471705173473,-0.01702235387519093,-9.290384654893715e-4,-0.006001441290007589,-0.03471495277456723,4.2182253697551015,2.2805986100976163,-0.032040999333650545,-0.03302353276275808,NK
1.7962393657112257,-0.035149229483186516,0.37969700811713497,-0.011871152198705489,0.15691848583869414,-0.003133871864543913,-0.017890060798720995,-0.02374096258915852,2.7114034801484026,0.2737763362036829,0.41529733017243026,0.1674329536044378,NK
0.3275369055841524,0.13339284525967135,0.24284674876957912,-0.03583745904106968,-0.03605778530934429,0.1305705070390362,-0.024610928675172904,-0.009994213797712505,3.3262324014273634,3.9339048733051776,-0.03204478526506296,-0.0389573522245509,NK
0.7110140222121428,-0.022992727754391547,0.07812615635812019,0.3742762259940177,-0.013689035305876408,-0.02139432981028567,-0.03563395270953876,0.7505165799478708,1.6762845784804201,1.8010181781810513,-0.0017825070642459443,0.007174586792746412,NK
1.239199253606692,0.10353319363362737,-0.032724788833631335,1.6438125812698121,0.23777946887217175,-1.8847663775256127e-4,-0.014978629528794321,0.28308777154541875,3.3100281231958775,1.9419003976209646,0.37975946991319515,-0.01930425669319226,NK
1.0199791013281476,-0.0250752277582401,0.18692911344131874,1.6180457317334669,0.24000298770747935,-0.03840303546768678,-0.02156091319137729,0.10634017053899396,4.165966428146392,4.151188664296455,-0.032707956550363924,-0.036074228476094164,NK
0.4067353410916134,-0.03355496236641632,0.44404882413799046,0.6007940328964507,0.2699886998106851,-0.04351622504351696,-0.026318229759566773,0.09278831579673995,1.7138901614187958,0.09853655535687539,-0.002289581161072599,0.14924091153949612,NK
0.2314415180518223,-0.017030497669431332,-0.0014420787462217503,1.8951697812246133,-0.02139969300054828,0.05079729788219509,-0.010592281933341318,0.1609664462427428,2.343289278670064,0.8118949518492151,-0.021759384371431604,0.20354553364867634,NK
